,,,Frequencies,,,,,,,,,,,,,,,,,,,,,,,,,,,,Counts,,,,,,,,,,,,,,,,,,,
M=08/03 #21,1,1.0 mg/kg Fingolimod,38.60,50.50,34.10,1.48,11.30,17.00,9.72,37.60,51.80,43.30,1.20,13.90,13.50,9.65,23.90,47.90,38.70,1.24,10.70,10.90,9.51,15.00,42.20,39.10,1.08,9.44,8.85,4.24,"8,013,399","3,093,172","1,562,052","1,054,772","151,831","356,771","134,146","69,488","58,085","6,706",,,,,,"45,307","6,796","2,868","2,657",122
M=08/03 #23,3,0.5 mg/kg Fingolimod,36.30,49.40,40.70,1.21,10.70,12.50,5.80,39.50,45.90,41.40,1.11,13.80,12.80,8.95,41.80,46.80,42.80,1.09,10.60,13.70,8.82,22.60,51.40,36.80,1.40,12.00,11.70,6.83,"11,295,551","4,100,285","2,025,541","1,668,816","117,481",,,,,,"284,755","119,028","55,705","50,944","4,913","27,982","6,324","3,251","2,327",222
M=08/03 #24,2,Saline,34.90,59.20,34.00,1.74,6.60,11.90,6.48,63.40,58.90,41.60,1.42,6.22,9.43,4.51,56.70,49.20,45.30,1.09,5.92,7.00,4.69,33.30,59.30,38.40,1.54,13.70,17.10,7.64,"18,401,756","6,422,213","3,801,950","2,183,552","246,366","206,101","130,668","76,963","54,358","3,471","130,292","73,876","36,347","33,466","1,705","71,793","23,907","14,177","9,180","1,083"
M=08/03 #25,1,1.0 mg/kg Fingolimod,32.10,52.40,36.00,1.46,15.80,19.60,13.70,42.30,50.00,41.40,1.21,13.60,13.10,8.33,39.70,46.90,46.20,1.02,10.50,14.50,9.84,3.98,57.40,35.40,1.62,10.50,22.10,9.39,"12,973,389","4,164,458","2,182,176","1,499,205","298,958","185,991","78,674","39,337","32,571","3,277","264,350","104,947","49,220","48,486","4,843","241,382","9,607","5,514","3,401",518
M=08/03 #26,3,0.5 mg/kg Fingolimod,29.30,50.90,37.00,1.38,12.20,18.50,10.10,35.40,60.50,35.20,1.72,13.30,9.69,7.70,22.50,48.10,40.70,1.18,10.40,12.90,8.07,3.74,38.50,49.30,0.78,15.40,14.40,7.11,"7,681,440","2,250,662","1,145,587","832,745","115,704","222,749","78,853","47,706","27,756","3,673","189,920","42,732","20,554","17,392","1,659","330,214","12,350","4,755","6,089",338
M=08/03 #27,2,Saline,39.90,59.30,34.00,1.74,6.84,10.50,5.75,49.40,57.80,37.00,1.56,11.30,11.50,8.28,53.20,53.50,41.20,1.30,7.67,8.30,6.44,42.10,61.30,25.10,2.44,2.82,3.68,2.12,"15,417,892","6,151,739","3,647,981","2,091,591","209,759","200,996","99,292","57,391","36,738","4,752","150,477","80,054","42,829","32,982","2,758","131,423","55,329","33,917","13,888",719
M=08/03 #28,1,1.0 mg/kg Fingolimod,33.60,48.90,44.30,1.10,10.00,15.00,9.99,31.60,43.20,33.90,1.27,15.60,13.60,10.60,47.60,40.90,51.50,0.79,12.40,13.50,10.30,5.82,42.80,43.10,0.99,11.50,9.70,7.58,"8,461,259","2,842,983","1,390,219","1,259,441","138,883","159,383","50,365","21,758","17,074","2,306","370,405","176,313","72,112","90,801","7,428","101,289","5,895","2,523","2,541",191
M=08/03 #29,2,Saline,36.30,55.50,35.90,1.55,7.62,12.00,5.24,38.20,57.00,30.50,1.87,10.10,6.66,4.80,49.40,45.40,48.80,0.93,7.05,9.05,5.54,39.20,53.00,41.50,1.28,6.10,3.71,1.94,"15,178,047","5,509,631","3,057,845","1,977,958","160,231","284,859","108,816","62,025","33,189","2,977","308,636","152,466","69,220","74,403","3,835","92,842","36,394","19,289","15,104",374
M=08/03 #30,3,0.5 mg/kg Fingolimod,30.90,48.40,41.60,1.16,16.20,20.00,11.30,44.50,47.20,38.10,1.24,14.40,12.80,9.79,68.30,42.90,53.20,0.81,7.59,8.71,7.26,11.90,49.60,31.40,1.58,16.40,16.00,7.25,"14,098,369","4,356,396","2,108,496","1,812,261","238,260","120,658","53,693","25,343","20,457","2,481","547,126","373,687","160,312","198,801","11,639","26,160","3,113","1,544",977,112
M=08/03 #31,3,0.5 mg/kg Fingolimod,31.10,48.60,41.30,1.18,11.40,16.50,10.70,34.40,49.90,41.50,1.20,12.20,14.40,10.50,50.60,45.00,45.40,0.99,10.40,12.10,9.93,31.10,56.00,38.00,1.47,12.40,5.43,4.32,"12,054,389","3,748,915","1,821,973","1,548,302","194,951","925,634","318,418","158,891","132,143","16,684","208,609","105,556","47,500","47,922","4,717","35,846","11,148","6,243","4,236",270
M=08/03 #32,2,Saline,34.60,55.00,33.20,1.66,7.54,12.00,6.33,43.60,54.40,39.80,1.37,10.80,12.00,8.10,62.20,51.30,41.40,1.24,6.63,7.23,5.11,31.80,55.70,37.60,1.48,5.87,10.30,4.76,"20,439,413","7,072,037","3,889,620","2,347,916","246,213","230,663","100,569","54,710","40,026","4,431","84,069","52,291","26,825","21,648","1,371","58,248","18,523","10,317","6,965",491
M=08/03 #64,2,Saline,51.90,57.00,33.90,1.68,6.28,7.90,4.05,54.40,50.50,41.50,1.22,11.30,6.47,6.90,62.80,50.30,44.00,1.14,7.58,8.07,5.28,49.80,51.80,41.50,1.25,6.33,6.53,0.00,"10,218,578","5,303,442","3,022,962","1,797,867","122,430","411,803","224,021","113,131","92,969","7,806","69,222","43,472","21,866","19,127","1,155","23,701","11,803","6,114","4,898",0
M=19/054,3,0.5 mg/kg Fingolimod,24.90,51.10,38.30,1.33,14.40,19.70,12.80,49.70,51.80,44.00,1.18,11.60,11.90,8.80,56.20,46.00,46.40,0.99,7.31,9.68,7.21,13.70,47.20,39.80,1.19,11.10,12.90,4.95,"15,623,056","3,890,141","1,987,862","1,489,924","254,446","175,736","87,341","45,243","38,430","3,981","395,866","222,477","102,339","103,229","7,379","180,482","24,726","11,671","9,841",578
M=19/055,1,1.0 mg/kg Fingolimod,26.60,51.20,38.00,1.35,13.10,17.80,12.10,44.10,50.90,42.50,1.20,17.30,13.50,8.63,48.50,47.90,48.00,1.00,7.67,10.70,6.67,9.43,41.00,40.60,1.01,17.20,47.10,12.20,"15,974,654","4,249,258","2,175,620","1,614,718","263,250","161,864","71,382","36,333","30,337","3,136","304,256","147,564","70,683","70,831","4,715","38,356","3,617","1,483","1,469",181
M=19/059,1,1.0 mg/kg Fingolimod,30.00,50.00,40.10,1.25,16.10,11.00,7.57,42.40,40.20,40.20,1.00,16.40,10.20,8.15,53.50,47.30,46.60,1.02,9.51,10.80,8.24,21.50,43.30,46.10,0.94,23.20,16.70,8.70,"16,469,693","4,940,908","2,470,454","1,981,304","187,013","135,759","57,562","23,140","23,140","1,886","293,384","156,961","74,242","73,144","6,118","13,679","2,941","1,273","1,356",111
M=19/061,3,0.5 mg/kg Fingolimod,33.90,47.90,44.60,1.07,13.90,14.50,11.20,43.60,55.40,40.00,1.39,16.00,6.32,5.62,55.20,49.10,43.40,1.13,10.10,11.30,6.20,18.60,49.20,35.00,1.41,24.30,13.20,6.68,"12,345,670","4,185,182","2,004,702","1,866,591","224,527","156,631","68,291","37,833","27,316","2,126","400,780","221,231","108,624","96,014","6,735","49,118","9,136","4,495","3,198",300
M=19/062,2,Saline,35.10,57.50,34.60,1.66,7.75,6.91,3.52,54.00,59.60,37.90,1.57,11.60,3.55,2.40,68.70,54.40,36.00,1.51,6.86,6.89,4.85,39.10,54.90,38.50,1.43,3.33,3.47,1.61,"27,146,724","9,528,500","5,478,888","3,296,861","192,857","226,224","122,161","72,808","46,299","1,747","528,607","363,153","197,555","130,735","9,581","88,176","34,477","18,928","13,274",305
M=22/02 #41,1,1.0 mg/kg Fingolimod,,,,,,,,38.50,46.30,45.10,1.03,14.90,14.80,8.33,62.70,43.30,49.60,0.87,11.10,12.50,9.87,22.30,41.70,40.30,1.03,6.22,12.90,5.01,,,,,,"263,545","101,465","46,978","45,761","3,913",,,,,,"19,076","4,254","1,774","1,714",89
M=22/02 #42,2,Saline,,,,,,,,40.30,42.10,33.20,1.27,11.10,10.90,7.37,60.90,46.90,44.90,1.04,8.75,9.79,8.26,17.40,53.60,38.40,1.40,3.78,3.57,1.26,,,,,,"263,901","106,352","44,774","35,309","3,300","541,874","330,001","154,770","148,170","12,784","100,954","17,566","9,415","6,745",119
M=22/02 #44,1,1.0 mg/kg Fingolimod,24.40,46.40,36.90,1.26,12.00,17.70,11.10,48.80,42.50,50.20,0.85,13.60,13.70,12.30,49.80,34.50,43.60,0.79,8.44,8.65,8.19,0.63,43.50,58.50,0.74,25.50,3.55,0.00,"5,978,803","1,458,828","676,896","538,308","75,135","72,355","35,309","15,006","17,725","1,846","264,340","131,642","45,416","57,396","3,720","39,206",247,107,144,0
M=22/02 #45,3,0.5 mg/kg Fingolimod,26.20,48.60,37.30,1.30,12.70,19.80,10.50,40.40,47.20,47.10,1.00,17.40,10.20,11.30,55.50,39.10,55.50,0.70,9.86,12.00,6.64,12.50,34.60,56.80,0.61,11.70,11.10,2.13,"7,693,950","2,015,815","979,686","751,899","102,867","142,443","57,547","27,162","27,105","3,069","163,910","90,970","35,569","50,488","2,362","20,160","2,520",872,"1,431",19
M=22/02 #46,1,1.0 mg/kg Fingolimod,34.00,48.70,39.00,1.25,15.20,17.60,9.32,39.90,48.90,41.20,1.19,15.20,10.30,7.30,33.80,41.10,50.10,0.82,9.79,10.50,8.70,6.37,40.10,44.10,0.91,10.60,6.69,8.89,"10,743,565","3,652,812","1,778,919","1,424,597","165,795","54,554","21,767","10,644","8,968",777,"310,518","104,955","43,137","52,582","3,753","23,705","1,510",606,666,54
M=22/02 #49,2,Saline,28.30,51.00,36.80,1.39,4.14,7.64,2.74,66.60,51.90,36.30,1.43,9.98,5.75,5.45,59.20,53.50,41.00,1.30,9.89,9.71,6.92,30.60,56.00,34.20,1.64,5.22,6.47,2.47,,,,,,"131,650","87,679","45,505","31,827","2,480","527,154","312,075","166,960","127,951","11,554","23,418","7,166","4,013","2,451",99
M=22/02 #50,3,0.5 mg/kg Fingolimod,,,,,,,,47.50,44.00,40.30,1.09,15.20,15.10,10.10,55.50,43.00,47.20,0.91,10.40,12.50,8.50,26.50,50.40,34.60,1.46,12.80,19.90,11.30,,,,,,"150,705","71,585","31,497","28,849","3,181","821,461","455,911","196,042","215,190","16,664","8,943","2,370","1,194",820,135
M=22/02 #53,2,Saline,42.70,41.30,33.80,1.22,5.14,13.40,5.75,52.30,48.00,44.10,1.09,9.68,6.33,7.00,52.70,46.80,42.10,1.11,8.61,6.85,7.21,32.00,53.30,38.60,1.38,25.70,3.00,3.83,"11,512,911","4,916,013","2,030,313","1,661,612","116,743","77,034","40,289","19,339","17,767","1,354","124,390","65,554","30,679","27,598","2,212","138,353","44,273","23,598","17,089",904
M=22/02 #54,3,0.5 mg/kg Fingolimod,24.60,45.20,43.90,1.03,9.91,16.60,6.37,46.10,39.00,48.30,0.81,17.90,11.00,8.73,56.30,38.90,55.30,0.70,7.88,10.40,7.88,5.27,43.00,40.80,1.05,18.00,19.70,9.84,"6,947,028","1,708,969","772,454","750,237","49,205","309,818","142,826","55,702","68,985","4,863","188,087","105,893","41,192","58,559","3,246","21,708","1,144",492,467,48
M=22/02 #55,2,Saline,29.00,44.90,41.80,1.07,10.10,10.30,4.14,46.70,42.20,42.60,0.99,12.90,15.40,10.60,54.60,47.90,45.70,1.05,8.17,9.45,7.45,17.90,64.50,29.90,2.16,9.58,8.98,4.79,"1,446,369","419,447","188,332","175,329","7,797","280,009","130,764","55,182","55,705","5,849","357,179","195,020","93,415","89,124","6,959","80,318","14,377","9,273","4,299",444
M=22/02 #56,1,1.0 mg/kg Fingolimod,37.80,52.60,38.50,1.37,12.70,19.10,11.90,40.40,45.70,45.10,1.01,17.20,16.50,11.70,51.40,42.80,47.80,0.90,12.20,9.53,6.49,7.91,37.70,33.30,1.13,46.20,7.69,0.00,"14,041,032","5,307,510","2,791,750","2,043,391","332,218","434,027","175,347","80,134","79,081","9,376","269,515","138,531","59,291","66,218","3,848","8,597",680,256,226,0
M=22/02 #57,2,Saline,32.90,56.20,34.40,1.63,12.60,10.50,5.34,60.00,54.80,32.50,1.69,11.10,12.40,8.79,64.20,50.00,41.00,1.22,8.31,8.41,6.11,18.20,57.50,38.30,1.50,8.06,7.06,1.49,"10,256,824","3,374,495","1,896,466","1,160,826","101,271","115,883","69,530","38,102","22,597","3,349","133,907","85,968","42,984","35,247","2,626","103,407","18,820","10,822","7,208",161
M=22/02 #58,3,0.5 mg/kg Fingolimod,43.10,57.20,33.80,1.69,6.82,10.90,4.19,41.40,46.00,42.20,1.09,15.80,15.20,12.30,46.20,49.60,44.60,1.11,7.89,5.03,3.15,4.93,55.70,26.00,2.14,23.80,9.52,4.29,,,,,,"130,836","54,166","24,916","22,858","3,065","211,950","97,921","48,569","43,673","1,530","58,540","2,886","1,608",750,69
M=22/02 #59,1,1.0 mg/kg Fingolimod,46.50,49.70,43.60,1.14,10.50,16.20,9.51,48.80,47.40,41.80,1.13,13.90,16.80,14.00,66.30,44.40,48.70,0.91,8.07,11.90,11.40,3.84,42.00,33.20,1.27,7.14,5.77,2.41,"6,372,073","2,963,014","1,472,618","1,291,874","140,046","240,012","117,126","55,518","48,959","7,772","57,488","38,115","16,923","18,562","1,929","87,917","3,376","1,418","1,121",34
M=22/02 #60,1,1.0 mg/kg Fingolimod,24.50,54.80,33.40,1.64,17.60,15.70,10.60,40.00,45.30,44.40,1.02,12.60,16.30,10.20,52.00,41.00,47.40,0.86,11.50,14.70,6.61,6.18,42.80,36.90,1.16,7.56,9.94,3.30,"18,453,898","4,521,205","2,477,620","1,510,082","262,628","345,153","138,061","62,542","61,299","6,379","221,761","115,316","47,279","54,660","3,125","44,709","2,763","1,183","1,020",39
M=22/02 #61,3,0.5 mg/kg Fingolimod,32.60,46.90,42.50,1.10,13.40,12.50,8.05,46.80,43.30,49.00,0.88,10.70,11.40,11.40,59.30,45.90,43.70,1.05,8.33,9.20,11.00,6.29,39.80,41.80,0.95,4.30,4.77,4.32,"4,994,074","1,628,068","763,564","691,929","61,467","549,643","257,233","111,382","126,044","12,698","89,068","52,818","24,243","23,081","2,667","58,203","3,661","1,457","1,530",63
M=22/02 #62,2,Saline,40.30,57.30,34.30,1.67,7.99,9.65,4.89,49.50,54.40,38.20,1.42,8.46,6.27,7.52,66.30,50.80,40.70,1.25,6.39,4.96,6.56,19.50,47.70,43.10,1.11,4.89,4.15,2.18,"7,780,035","3,135,354","1,796,558","1,075,426","87,852","318,626","157,720","85,800","60,249","6,452","79,490","52,702","26,773","21,450","1,756","213,287","41,591","19,839","17,926",432
M=22/02 #63,1,1.0 mg/kg Fingolimod,37.50,49.50,42.40,1.17,15.30,13.70,9.25,45.20,46.40,43.50,1.07,10.70,9.83,11.50,57.10,39.60,51.80,0.76,8.02,7.95,3.76,2.45,45.20,36.20,1.25,7.06,0.00,3.75,"11,401,021","4,275,383","2,116,315","1,812,762","195,759","457,055","206,589","95,857","89,866","11,024","129,559","73,978","29,295","38,321","1,102","119,490","2,928","1,323","1,060",50
M=22/02 #65,3,0.5 mg/kg Fingolimod,39.30,50.60,40.90,1.24,8.45,12.00,6.33,39.30,46.80,40.80,1.15,8.74,4.05,3.62,58.50,45.90,47.90,0.96,9.56,13.90,6.09,27.60,51.00,41.20,1.24,9.59,9.44,3.45,"15,973,545","6,277,603","3,176,467","2,567,540","201,070","429,387","168,749","78,975","68,850","2,859","129,186","75,574","34,688","36,200","2,113","17,649","4,871","2,484","2,007",86
M=22/02 #66,1,1.0 mg/kg Fingolimod,19.30,52.60,34.60,1.52,11.70,16.80,10.10,39.20,43.00,47.70,0.90,7.96,6.14,2.27,45.70,43.10,49.30,0.87,4.83,5.04,9.20,13.60,55.70,11.00,5.06,3.84,2.96,1.52,"8,464,534","1,633,655","859,303","565,245","86,790","428,120","167,823","72,164","80,052","1,638","127,618","58,322","25,137","28,752","2,313",,,,,
M=22/02 #69,2,Saline,40.90,51.50,31.70,1.62,7.19,10.70,5.59,52.90,50.80,36.40,1.40,15.70,11.60,8.36,57.80,49.10,45.80,1.07,13.60,13.30,6.43,44.80,60.50,35.00,1.73,16.10,12.90,3.04,"14,725,394","6,022,686","3,101,683","1,909,191","173,384","339,127","179,398","91,134","65,301","7,619","123,612","71,448","35,081","32,723","2,256","152,654","68,389","41,375","23,936","1,258"
M=22/02 #70,3,0.5 mg/kg Fingolimod,27.60,44.10,45.00,0.98,12.70,11.20,3.98,45.70,44.70,45.90,0.97,7.23,8.68,10.30,49.00,40.90,52.00,0.79,8.93,9.31,6.36,4.16,40.90,46.30,0.88,5.17,6.78,6.19,"6,692,337","1,847,085","814,564","831,188","32,420","274,530","125,460","56,081","57,586","5,776","194,239","95,177","38,927","49,492","2,476","116,899","4,863","1,989","2,252",123
M=Naïve 1,0,-,37.90,54.40,33.40,1.63,8.01,9.37,5.16,55.90,53.60,37.80,1.42,15.40,17.40,4.52,62.10,50.70,38.20,1.33,9.62,10.70,5.34,29.60,64.40,28.40,2.27,47.10,0.00,1.88,"12,128,712","4,596,782","2,500,649","1,535,325","129,034","135,478","75,732","40,592","28,627","1,835","243,663","151,315","76,716","57,802","4,097","39,777","11,774","7,582","3,344",143
M=Naïve 2,0,-,33.00,62.40,25.20,2.48,7.38,12.10,5.27,62.00,57.70,38.40,1.50,15.70,17.90,4.68,59.00,58.10,38.20,1.52,12.00,14.10,3.32,24.40,49.70,45.20,1.10,6.35,5.25,2.14,"18,079,433","5,966,213","3,722,917","1,503,486","196,198","455,335","282,308","162,892","108,406","7,623","913,112","538,736","313,006","205,797","10,392","142,270","34,714","17,253","15,691",369
M=Naïve 3,0,-,37.30,61.10,30.40,2.01,8.02,10.50,6.54,58.20,56.00,36.90,1.52,14.10,14.10,4.26,63.70,55.90,40.40,1.38,7.25,5.69,3.72,53.40,61.50,34.60,1.78,5.50,8.25,1.38,"21,371,129","7,971,431","4,870,544","2,423,315","318,534","364,373","212,065","118,756","78,252","5,059","432,461","275,478","153,992","111,293","5,728","103,418","55,225","33,963","19,108",469
M=Naïve 4,0,-,37.10,51.70,39.80,1.30,7.82,5.91,3.20,59.40,56.20,38.80,1.45,10.30,9.76,6.06,55.60,50.10,35.30,1.42,8.81,7.42,6.69,46.70,60.60,32.70,1.85,4.13,5.83,3.62,"9,735,868","3,612,007","1,867,408","1,437,579","59,757","713,670","423,920","238,243","164,481","14,438","818,459","455,063","227,987","160,637","15,252","51,672","24,131","14,623","7,891",529
M=Naive 5,0,-,41.60,57.00,37.10,1.54,5.11,9.54,4.13,50.90,49.70,30.30,1.64,5.93,6.69,4.39,67.00,58.20,38.10,1.53,8.74,6.97,4.79,35.20,57.40,34.20,1.68,5.05,7.95,4.16,"21,057,875","8,760,076","4,993,243","3,249,988","206,221","210,440","107,114","53,236","32,456","2,337","400,358","268,240","156,116","102,199","7,478","96,023","33,800","19,401","11,560",807
M=Naive 6,0,-,41.70,55.90,31.70,1.76,5.14,7.90,4.17,38.10,58.90,26.80,2.20,4.76,4.50,3.83,71.50,58.80,40.00,1.47,12.30,4.49,3.40,32.00,54.90,35.20,1.56,6.00,5.71,4.29,"27,182,628","11,335,156","6,336,352","3,593,244","264,226","339,745","129,443","76,242","34,691","2,920","1,111,841","794,966","467,440","317,986","15,893","56,644","18,126","9,951","6,380",427
M=Naive 7,0,-,38.40,57.90,32.40,1.79,5.31,7.30,4.01,58.50,61.20,34.60,1.77,4.37,5.12,4.27,77.60,58.60,36.30,1.61,10.50,5.25,3.62,33.10,59.10,34.90,1.69,4.11,4.92,2.05,"21,230,589","8,152,546","4,720,324","2,641,425","189,285","164,829","96,425","59,012","33,363","2,520","272,551","211,500","123,939","76,774","4,487","258,970","85,719","50,660","29,916","1,039"
M=Naive 8,0,-,32.60,58.70,34.60,1.70,6.08,8.84,4.79,47.00,57.60,25.10,2.29,4.53,4.82,4.28,64.60,51.60,30.60,1.69,12.30,5.95,3.09,38.70,59.70,35.10,1.70,3.91,3.77,2.40,"41,881,077","13,653,231","8,014,447","4,724,018","383,892","235,757","110,806","63,824","27,812","2,732","610,070","394,105","203,358","120,596","6,284","119,331","46,181","27,570","16,210",662
,
