,,,Frequencies,,,,,,,,,,,,,,,,,,,,,,,,,,,,Counts,,,,,,,,,,,,,,,,,,,
M=17/04 #24,1,Saline,31.50,62.50,28.60,2.19,8.27,12.80,4.07,28.50,57.20,33.90,1.69,23.10,24.00,14.70,55.10,60.10,36.40,1.65,18.70,19.40,15.20,13.40,50.20,32.70,1.54,6.57,7.98,4.59,"10,904,066","3,434,781","2,146,738","982,347","87,372","92,676","26,413","15,108","8,954","2,221","728,712","437,956","263,211","159,416","40,008","100,343","13,446","6,750","4,397",310
M=17/04 #25,1,Saline,38.30,52.20,36.00,1.45,5.47,11.30,4.13,42.20,54.00,38.40,1.41,12.50,14.40,10.30,42.90,52.40,38.10,1.38,14.30,8.75,6.23,,,,,,,,"23,073,335","8,837,087","4,612,960","3,181,351","190,515","243,122","102,598","55,403","39,397","5,706","795,121","416,643","218,321","158,741","13,601",,,,,
M=17/04 #26,2,0.5 mg/kg Fingolimod,42.40,61.60,31.10,1.98,10.30,22.50,9.65,38.00,52.70,29.80,1.77,14.80,12.40,8.69,39.80,44.90,42.30,1.06,21.10,23.40,14.90,13.40,40.40,43.80,0.92,19.80,10.90,7.22,"18,341,937","7,776,981","4,790,620","2,418,641","462,295","536,177","203,747","107,375","60,717","9,331","397,745","178,588","80,186","75,543","11,948","25,496","3,416","1,380","1,496",100
M=17/04 #27,1,Saline,39.30,57.10,26.30,2.17,7.52,20.40,5.53,35.60,58.50,33.80,1.73,13.10,15.60,11.00,39.30,52.80,38.80,1.36,14.90,18.20,12.70,25.60,56.80,27.70,2.05,2.75,4.12,1.25,"34,506,189","13,560,932","7,743,292","3,566,525","428,204","142,750","50,819","29,729","17,177","3,270","993,350","524,489","276,930","203,502","35,170","176,324","45,139","25,639","12,503",320
M=17/04 #28,2,0.5 mg/kg Fingolimod,31.20,45.70,31.40,1.46,11.90,22.90,9.30,30.40,55.30,39.20,1.41,15.70,12.90,9.40,39.70,49.10,42.30,1.16,17.10,17.20,13.50,3.41,52.50,26.20,2.00,7.17,8.14,5.21,"24,907,767","7,771,223","3,551,449","2,440,164","330,285","179,581","54,593","30,190","21,400","2,838","735,532","361,146","177,323","152,765","23,939","86,991","2,966","1,557",777,81
M=17/04 #29,1,Saline,47.10,61.80,31.80,1.94,8.12,19.20,6.65,40.00,56.90,39.20,1.45,14.30,15.40,10.80,52.30,50.40,42.60,1.18,15.90,19.40,13.80,29.30,60.70,31.50,1.93,5.51,2.20,1.58,"14,077,036","6,630,284","4,097,515","2,108,430","272,485","121,814","48,726","27,725","19,100","2,994","532,348","268,303","135,225","114,297","18,661","490,545","143,730","87,244","45,275","1,378"
M=17/04 #30,2,0.5 mg/kg Fingolimod,27.30,66.20,24.00,2.76,13.60,19.90,9.17,28.60,54.80,34.50,1.59,17.40,18.30,14.00,39.10,51.90,41.80,1.24,18.30,20.30,15.30,29.60,59.40,24.00,2.48,9.04,7.83,5.62,"5,690,155","1,553,412","1,028,359","372,819","94,301","179,343","51,292","28,108","17,696","3,935","611,685","317,464","164,764","132,700","25,209","18,504","5,477","3,253","1,315",183
M=17/04 #31,2,0.5 mg/kg Fingolimod,29.00,55.50,30.50,1.82,12.10,20.80,9.48,29.90,58.00,35.90,1.62,15.40,17.10,13.20,42.00,52.40,41.50,1.26,16.80,19.10,15.70,32.30,51.10,43.70,1.17,13.60,16.20,11.70,"15,352,849","4,452,326","2,471,041","1,357,959","234,255","192,306","57,500","33,350","20,642","4,402","362,106","189,743","99,425","78,743","15,610","18,482","5,970","3,051","2,609",357
M=17/04 #32,1,Saline,35.60,56.40,32.70,1.72,8.14,19.30,7.32,35.30,57.00,37.60,1.52,14.70,13.00,9.36,43.50,51.30,44.50,1.15,14.30,17.10,13.90,42.40,52.30,26.00,2.01,5.76,8.64,3.92,"15,955,135","5,680,028","3,203,536","1,857,369","234,499","84,279","29,750","16,958","11,186","1,587","316,729","162,482","83,353","72,304","11,586","21,592","9,155","4,788","2,380",188
M=17/04 #35,1,Saline,46.60,60.50,31.90,1.90,8.39,22.40,6.84,44.80,56.30,34.50,1.63,13.60,10.40,6.57,54.00,50.50,35.80,1.41,13.40,9.29,6.38,26.70,55.10,36.30,1.52,8.51,8.79,4.78,"18,191,885","8,477,418","5,128,838","2,704,296","350,813","110,452","49,483","27,859","17,071","1,830","785,793","396,825","200,397","142,063","12,785","188,164","50,240","27,682","18,237","1,323"
M=17/04 #36,2,0.5 mg/kg Fingolimod,37.30,61.00,32.20,1.89,10.40,25.60,10.30,29.50,52.50,33.50,1.57,14.20,14.10,9.24,46.20,49.30,46.10,1.07,21.40,16.40,12.90,7.82,42.90,31.60,1.36,11.60,11.60,7.42,"4,907,885","1,830,641","1,116,691","589,466","115,019","435,251","128,399","67,409","43,014","6,229","1,097,013","540,827","266,628","249,321","34,395","147,483","11,533","4,948","3,644",367
M=17/04 #37,2,0.5 mg/kg Fingolimod,39.10,57.30,35.40,1.62,12.00,29.60,12.20,34.30,51.40,37.50,1.37,14.40,7.62,4.39,36.80,49.90,41.60,1.20,20.40,24.80,17.90,23.30,45.20,39.30,1.15,16.30,16.50,12.10,"12,609,336","4,930,250","2,825,033","1,745,309","344,654","292,907","100,467","51,640","37,675","2,267","222,571","111,063","55,420","46,202","9,920","44,086","10,272","4,643","4,037",562
M=17/04 #38,1,Saline,26.60,63.40,26.00,2.44,8.53,29.80,6.52,28.10,54.40,35.50,1.53,15.50,5.16,3.26,49.50,56.70,38.20,1.48,13.20,8.55,6.48,18.30,52.70,32.50,1.62,6.77,7.39,3.10,"15,172,546","4,035,897","2,558,759","1,049,333","166,831","54,100","15,202","8,270","5,397",270,"648,963","367,962","208,634","140,561","13,520","129,812","23,756","12,519","7,721",388
M=17/04 #39,1,Saline,29.10,64.50,27.80,2.32,12.60,30.20,9.97,43.60,54.00,41.80,1.29,24.20,12.70,10.90,51.90,53.20,42.00,1.27,21.00,13.30,9.84,28.50,48.10,36.30,1.33,13.10,11.90,7.46,"13,041,370","3,795,039","2,447,800","1,055,021","244,046","174,374","76,027","41,055","31,779","4,475","607,144","323,001","171,836","135,660","16,909","61,528","17,535","8,435","6,365",629
M=17/04 #40,2,0.5 mg/kg Fingolimod,31.90,66.90,23.80,2.81,13.80,14.70,6.74,35.20,53.10,41.50,1.28,20.50,13.70,7.47,45.80,43.40,50.30,0.86,20.20,16.80,10.60,31.50,49.70,23.70,2.10,15.60,18.00,10.20,"17,249,169","5,502,485","3,681,162","1,309,591","248,110","196,032","69,003","36,641","28,636","2,737","587,085","254,795","110,581","128,162","11,722","22,740","7,163","3,560","1,698",363
